Time (HH:MM:SS) - Plot 0	RFU - Plot 0	Time (HH:MM:SS) - Plot 1	RFU - Plot 1	Time (HH:MM:SS) - Plot 2	RFU - Plot 2
0	0	0	0	0	0
1.00067	0	1.00067	0	1.00067	0
2.00133	0	2.00133	0	2.00133	0
3.002	0	3.002	0	3.002	0
4.00267	0	4.00267	0	4.00267	0
5.00334	0	5.00334	0	5.00334	0
6.004	0	6.004	0	6.004	0
7.00467	0	7.00467	0	7.00467	0
8.00534	0	8.00534	0	8.00534	0
9.006	0	9.006	0	9.006	0
10.0067	0	10.0067	0	10.0067	0
11.0073	0	11.0073	0	11.0073	0
12.008	0	12.008	0	12.008	0
13.0087	0	13.0087	0	13.0087	0
14.0093	0	14.0093	0	14.0093	0
15.01	0	15.01	0	15.01	0
16.0107	0	16.0107	0	16.0107	0
17.0113	0	17.0113	0	17.0113	0
18.012	0	18.012	0	18.012	0
19.0127	0	19.0127	0	19.0127	0
20.0133	0	20.0133	0	20.0133	0
21.014	0	21.014	0	21.014	0
22.0147	0	22.0147	0	22.0147	0
23.0153	0	23.0153	0	23.0153	0
24.016	0	24.016	0	24.016	0
25.0167	0	25.0167	0	25.0167	0
26.0173	0	26.0173	0	26.0173	0
27.018	0	27.018	0	27.018	0
28.0187	0	28.0187	0	28.0187	0
29.0193	0	29.0193	0	29.0193	0
30.02	0	30.02	0	30.02	0
31.0207	0	31.0207	0	31.0207	0
32.0213	0	32.0213	0	32.0213	0
33.022	0	33.022	0	33.022	0
34.0227	0	34.0227	0	34.0227	0
35.0233	0	35.0233	0	35.0233	0
36.024	0	36.024	0	36.024	0
37.0247	0	37.0247	0	37.0247	0
38.0254	0	38.0254	0	38.0254	0
39.026	0	39.026	0	39.026	0
40.0267	0	40.0267	0	40.0267	0
41.0274	0	41.0274	0	41.0274	0
42.028	0	42.028	0	42.028	0
43.0287	0	43.0287	0	43.0287	0
44.0294	0	44.0294	0	44.0294	0
45.03	0	45.03	0	45.03	0
46.0307	0	46.0307	0	46.0307	0
47.0314	0	47.0314	0	47.0314	0
48.032	0	48.032	0	48.032	0
49.0327	0	49.0327	0	49.0327	0
50.0334	0	50.0334	0	50.0334	0
51.034	0	51.034	0	51.034	0
52.0347	0	52.0347	0	52.0347	0
53.0354	0	53.0354	0	53.0354	0
54.036	0	54.036	0	54.036	0
